1-2 toe syndactyly	HP:0010711
Muscle mounding	HP:0003719
Muscle spasm	HP:0003394
Muscle stiffness	HP:0003552
Muscle weakness	HP:0001324
Muscular dystrophy	HP:0003560
Muscular edema	HP:0100748
Muscular ventricular septal defect	HP:0011623
Mutism	HP:0002300
Myalgia	HP:0003326
Mydriasis	HP:0011499
Myelin outfoldings	HP:0004336
Myelodysplasia	HP:0002863
Myelofibrosis	HP:0011974
Myeloid leukemia	HP:0012324
Myelokathexis	HP:0031160
Myelomeningocele	HP:0002475
Myelopathy	HP:0002196
Myeloproliferative disorder	HP:0005547
Myocardial calcification	HP:0006690
Myocardial fibrosis	HP:0001685
Myocardial infarction	HP:0001658
Myocardial late gadolinium enhancement	HP:4000004
Myocardial necrosis	HP:0001700
Myocardial steatosis	HP:0006693
Myocarditis	HP:0012819
Myoclonic absence seizure	HP:0011150
Myoclonic seizure	HP:0032794
Myoclonic spasms	HP:0003739
Myoclonic status epilepticus	HP:0032667
Myoclonic tremor	HP:0033054
Myoclonus	HP:0001336
Myofiber disarray	HP:0031318
Myofibrillar myopathy	HP:0003715
Myofibromatosis	HP:0020135
Myoglobinuria	HP:0002913
Myokymia	HP:0002411
Myopathic facies	HP:0002058
Myopathy	HP:0003198
Myopia	HP:0000545
Myopic astigmatism	HP:0500041
Myositis	HP:0100614
Myotonia	HP:0002486
Myotonia of the face	HP:0012900
Myotonia of the jaw	HP:0012901
Myotonia of the lower limb	HP:0012902
Myotonia of the upper limb	HP:0012903
Myotonia with warm-up phenomenon	HP:0003740
Myxoid subcutaneous tumors	HP:0006769
Myxomatous mitral valve degeneration	HP:0004764
Naevus flammeus of the eyelid	HP:0010733
Nail bed hemorrhage	HP:0030254
Nail bed telangiectasia	HP:0001232
Nail dysplasia	HP:0002164
Nail dystrophy	HP:0008404
Nail pits	HP:0001803
Nail-biting	HP:0012170
Nailfold capillary tortuosity	HP:0033250
Narcolepsy	HP:0030050
Narrow chest	HP:0000774
Narrow face	HP:0000275
Narrow femoral neck	HP:0008819
Narrow foot	HP:0001786
Narrow foramen obturatorium	HP:0100958
Narrow forehead	HP:0000341
Narrow greater sciatic notch	HP:0003375
Narrow iliac wing	HP:0002868
Narrow internal auditory canal	HP:0011386
Narrow jaw	HP:0012801
Narrow maxilla	HP:0002010
Narrow mouth	HP:0000160
Narrow nail	HP:0011313
Narrow naris	HP:0009933
Narrow nasal base	HP:0012809
Narrow nasal bridge	HP:0000446
Narrow nasal ridge	HP:0000418
Narrow nasal tip	HP:0011832
Narrow nose	HP:0000460
Narrow palate	HP:0000189
Narrow palm	HP:0004283
Narrow palpebral fissure	HP:0045025
Narrow pelvis bone	HP:0003275
Narrow philtrum	HP:0011829
Narrow small joints of the hand	HP:0004267
Narrow vertebral interpedicular distance	HP:0008450
Narrowing of medullary canal	HP:0032458
Nasal chondritis	HP:0033380
Nasal congestion	HP:0001742
Nasal flaring	HP:0030863
Nasal mucosa telangiectasia	HP:0000434
Nasal polyposis	HP:0100582
Nasal regurgitation	HP:0011469
Nasal septum perforation	HP:0033434
Nasal speech	HP:0001611
Nasal, dysarthic speech	HP:0008376
Nasogastric tube feeding	HP:0040288
Nasogastric tube feeding in infancy	HP:0011470
Nasolacrimal duct obstruction	HP:0000579
Natal tooth	HP:0000695
Nausea	HP:0002018
Nausea and vomiting	HP:0002017
Neck flexor weakness	HP:0003722
Neck hypertonia	HP:0031867
Neck muscle hypertrophy	HP:0012893
Neck muscle weakness	HP:0000467
Neck pain	HP:0030833
Neck pterygia	HP:0009759
Necklace skeletal muscle fibers	HP:0031238
Necrotizing enterocolitis	HP:0033165
Necrotizing myopathy	HP:0008978
Negative affectivity	HP:0031467
Negativism	HP:0410291
Nemaline bodies	HP:0003798
Neonatal alloimmune thrombocytopenia	HP:0004809
Neonatal asphyxia	HP:0012768
Neonatal breathing dysregulation	HP:0002790
Neonatal cholestatic liver disease	HP:0006566
Neonatal death	HP:0003811
Neonatal epiphyseal stippling	HP:0005756
Neonatal hyperbilirubinemia	HP:0003265
Neonatal hypoglycemia	HP:0001998
Neonatal hypotonia	HP:0001319
Neonatal inspiratory stridor	HP:0004875
Neonatal insulin-dependent diabetes mellitus	HP:0000857
Neonatal omphalitis	HP:0032435
Neonatal onset	HP:0003623
Neonatal respiratory distress	HP:0002643
Neonatal seizure	HP:0032807
Neonatal sepsis	HP:0040187
Neonatal short-limb short stature	HP:0008921
Neonatal short-trunk short stature	HP:0008857
Neonatal unconjugated hyperbilirubinemia	HP:0008176
Neonatal wrinkled skin of hands and feet	HP:0007414
Neoplasia of the nasopharynx	HP:0100630
Neoplasia of the pleura	HP:0100527
Neoplasm	HP:0002664
Neoplasm by anatomical site	HP:0011793
Neoplasm by histology	HP:0011792
Neoplasm of fatty tissue	HP:0200013
Neoplasm of head and neck	HP:0012288
Neoplasm of striated muscle	HP:0009728
Neoplasm of the adrenal cortex	HP:0100641
Neoplasm of the adrenal gland	HP:0100631
Neoplasm of the adrenal medulla	HP:0100642
Neoplasm of the anterior pituitary	HP:0011750
Neoplasm of the autonomic nervous system	HP:0030450
Neoplasm of the breast	HP:0100013
Neoplasm of the central nervous system	HP:0100006
Neoplasm of the colon	HP:0100273
Neoplasm of the ear	HP:0012780
Neoplasm of the endocrine system	HP:0100568
Neoplasm of the eye	HP:0100012
Neoplasm of the gallbladder	HP:0100575
Neoplasm of the gastrointestinal tract	HP:0007378
Neoplasm of the genitourinary tract	HP:0007379
Neoplasm of the heart	HP:0100544
Neoplasm of the inner ear	HP:0040096
Neoplasm of the large intestine	HP:0100834
Neoplasm of the larynx	HP:0100605
Neoplasm of the liver	HP:0002896
Neoplasm of the lung	HP:0100526
Neoplasm of the male external genitalia	HP:0100848
Neoplasm of the middle ear	HP:0100799
Neoplasm of the nail	HP:0100826
Neoplasm of the nervous system	HP:0004375
Neoplasm of the nose	HP:0012720
Neoplasm of the oral cavity	HP:0100649
Neoplasm of the outer ear	HP:0040095
Neoplasm of the pancreas	HP:0002894
Neoplasm of the parathyroid gland	HP:0100733
Neoplasm of the peripheral nervous system	HP:0100007
Neoplasm of the pharynx	HP:0100638
Neoplasm of the pituitary gland	HP:0040277
Neoplasm of the posterior pituitary	HP:0011752
Neoplasm of the rectum	HP:0100743
Neoplasm of the respiratory system	HP:0100606
Neoplasm of the scrotum	HP:0100849
Neoplasm of the skeletal system	HP:0010622
Neoplasm of the skin	HP:0008069
Neoplasm of the small intestine	HP:0100833
Neoplasm of the stomach	HP:0006753
Neoplasm of the thymus	HP:0100521
Neoplasm of the thyroid gland	HP:0100031
Neoplasm of the tongue	HP:0100648
Neoplasm of the tracheobronchial system	HP:0100552
Neoplasm of the urethra	HP:0100517
Nephritis	HP:0000123
Nephroblastoma	HP:0002667
Nephroblastomatosis	HP:0008643
Nephrocalcinosis	HP:0000121
Nephrogenic diabetes insipidus	HP:0009806
Nephrogenic rest	HP:0100880
Nephrolithiasis	HP:0000787
Nephronophthisis	HP:0000090
Nephropathy	HP:0000112
Nephrosclerosis	HP:0009741
Nephrotic range proteinuria	HP:0012593
Nephrotic syndrome	HP:0000100
Nervous tissue neoplasm	HP:0030060
Neural tube defect	HP:0045005
Neuralgia	HP:0033345
Neuroblastic tumor	HP:0004376
Neuroblastoma	HP:0003006
Neurodegeneration	HP:0002180
Neurodevelopmental abnormality	HP:0012759
Neurodevelopmental delay	HP:0012758
Neuroectodermal neoplasm	HP:0030061
Neuroendocrine neoplasm	HP:0100634
Neuroepithelial neoplasm	HP:0030063
Neurofibrillary tangles	HP:0002185
Neurofibromas	HP:0001067
Neurofibrosarcoma	HP:0100697
Neurogenic bladder	HP:0000011
Neuroinflammation	HP:0033429
Neurological speech impairment	HP:0002167
Neuroma	HP:0030430
Neuromuscular dysphagia	HP:0002068
Neuronal loss in basal ganglia	HP:0200147
Neuronal loss in central nervous system	HP:0002529
Neuronal loss in the cerebral cortex	HP:0007190
Neuropathic arthropathy	HP:0002821
Neutral hyperaminoaciduria	HP:0008353
Neutropenia	HP:0001875
Neutropenia in presence of anti-neutropil antibodies	HP:0001904
Neutrophil inclusion bodies	HP:0008264
Neutrophil nuclear clefts	HP:0041043
Neutrophilia	HP:0011897
Neutrophilic infiltration of the skin	HP:0031234
Nevus	HP:0003764
Nevus anemicus	HP:0025105
Nevus comedonicus	HP:0020154
Nevus flammeus	HP:0001052
Nevus flammeus of the forehead	HP:0007413
Nevus sebaceous	HP:0010815
Nevus spilus	HP:0025510
Night sweats	HP:0030166
No permanent dentition	HP:0008498
No social interaction	HP:0008763
Nocturia	HP:0000017
Nocturnal hypoventilation	HP:0002877
Nocturnal lagophthalmos	HP:0030002
Nocturnal seizures	HP:0031951
Nodular changes affecting the eyelids	HP:0010732
Nodular corneal dystrophy	HP:0007827
Nodular goiter	HP:0005994
Nodular pattern on pulmonary HRCT	HP:0025392
Nodular regenerative hyperplasia of liver	HP:0011954
Non-Hodgkin lymphoma	HP:0012539
Non-acidotic proximal tubulopathy	HP:0005574
Non-convulsive status epilepticus without coma	HP:0032671
Non-medullary thyroid carcinoma	HP:0040198
Non-midline cleft lip	HP:0100335
Non-midline cleft palate	HP:0100338
Non-motor seizure	HP:0033259
Non-obstructive azoospermia	HP:0011961
Non-periodic recurrent fever	HP:0032324
Non-rapid eye movement parasomnia	HP:0025235
Non-small cell lung carcinoma	HP:0030358
Nonarteritic anterior ischemic optic neuropathy	HP:0007634
Noncommunicating hydrocephalus	HP:0010953
Noncompaction cardiomyopathy	HP:0012817
Nonepidermolytic palmoplantar hyperkeratosis	HP:0007404
Nongranulomatous uveitis	HP:0007813
Nonimmune hydrops fetalis	HP:0001790
Nonketotic hyperglycinemia	HP:0008288
Nonketotic hypoglycemia	HP:0001958
Nonossified fifth metatarsal	HP:0008087
Nonproductive cough	HP:0031246
Nonprogressive	HP:0003680
Nonprogressive cerebellar ataxia	HP:0002470
Nonprogressive encephalopathy	HP:0007030
Nonprogressive muscular atrophy	HP:0008964
Nonprogressive restrictive external ophthalmoplegia	HP:0007831
Nonprogressive visual loss	HP:0200068
Nonspecific interstitial pneumonia	HP:0033584
Nonspherocytic hemolytic anemia	HP:0001930
Nontuberculous mycobacterial pulmonary infection	HP:0032261
Normal interictal EEG	HP:0002372
Normal pressure hydrocephalus	HP:0002343
Normochromic anemia	HP:0001895
Normochromic microcytic anemia	HP:0004856
Normocytic anemia	HP:0001897
Normocytic hypoplastic anemia	HP:0004819
Nuchal cord	HP:0012498
Nuchal rigidity	HP:0031179
Nuclear cataract	HP:0100018
Nuclear pulverulent cataract	HP:0010698
Nuclear punctate cataract	HP:0010925
Numerous congenital melanocytic nevi	HP:0005603
Numerous nevi	HP:0001054
Numerous pigmented freckles	HP:0007587
Nummular pigmentation of the fundus	HP:0030505
Nyctalopia	HP:0000662
Nystagmus	HP:0000639
Nystagmus-induced head nodding	HP:0001361
Obesity	HP:0001513
Obliteration of the calvarial diploe	HP:0030312
Obsessive-compulsive behavior	HP:0000722
Obsessive-compulsive trait	HP:0008770
Obstruction of the superior vena cava	HP:0031041
Obstructive azoospermia	HP:0011962
Obstructive sleep apnea	HP:0002870
Obtuse angle of mandible	HP:0005446
Occasional neurofibromas	HP:0009595
Occipital cortical atrophy	HP:0012105
Occipital encephalocele	HP:0002085
Occipital meningocele	HP:0002436
Occipital myelomeningocele	HP:0007271
Ochronosis	HP:0030764
Ocular albinism	HP:0001107
Ocular anterior segment dysgenesis	HP:0007700
Ocular flutter	HP:0031931
Ocular hypertension	HP:0007906
Ocular melanocytosis	HP:0025534
Ocular pain	HP:0200026
Oculogyric crisis	HP:0010553
Oculomotor apraxia	HP:0000657
Oculomotor nerve palsy	HP:0012246
Oculomotor synkinesis	HP:0033851
Odontodysplasia	HP:0000694
Odontogenic keratocysts of the jaw	HP:0010603
Odontogenic neoplasm	HP:0100612
Odontoma	HP:0011068
Odynophagia	HP:0032043
Old-aged sensorineural hearing impairment	HP:0040113
Olfactory lobe agenesis	HP:0001341
Oligoarthritis	HP:0040313
Oligodactyly	HP:0012165
Oligodendroglioma	HP:0033681
Oligodontia	HP:0000677
Oligogenic inheritance	HP:0010983
Oligohydramnios	HP:0001562
Oligomenorrhea	HP:0000876
Oligosacchariduria	HP:0010471
Oligospermia	HP:0000798
Oliguria	HP:0100520
Olivopontocerebellar atrophy	HP:0002542
Olivopontocerebellar hypoplasia	HP:0006955
Omphalocele	HP:0001539
Onion bulb formation	HP:0003383
Onset	HP:0003674
Onychauxis	HP:0012542
Onychogryposis	HP:0001805
Onychogryposis of fingernail	HP:0040036
Onychogryposis of toenails	HP:0008401
Onycholysis	HP:0001806
Onychomadesis	HP:0025088
Onychomycosis	HP:0012203
Onychotillomania	HP:0032509
Oocyte arrest at metaphase I	HP:0031516
Opacification of the corneal epithelium	HP:0007727
Opacification of the corneal stroma	HP:0007759
Open angle glaucoma	HP:0012108
Open bite	HP:0010807
Open mouth	HP:0000194
Open neural tube defect	HP:0034237
Open operculum	HP:0100954
Ophthalmoparesis	HP:0000597
Ophthalmoplegia	HP:0000602
Opisthotonus	HP:0002179
Opportunistic bacterial infection	HP:0032260
Opportunistic fungal infection	HP:0032255
Opportunistic infection	HP:0031690
Opposable triphalangeal thumb	HP:0005866
Oppositional defiant disorder	HP:0010865
Opsoclonus	HP:0010543
Optic ataxia	HP:0031868
Optic atrophy	HP:0000648
Optic atrophy from cranial nerve compression	HP:0007958
Optic disc coloboma	HP:0000588
Optic disc drusen	HP:0012426
Optic disc hypoplasia	HP:0007766
Optic disc pallor	HP:0000543
Optic nerve aplasia	HP:0012521
Optic nerve compression	HP:0007807
Optic nerve dysplasia	HP:0001093
Optic nerve glioma	HP:0009734
Optic nerve hypoplasia	HP:0000609
Optic nerve misrouting	HP:0025551
Optic nerve sheath meningioma	HP:0500089
Optic neuritis	HP:0100653
Optic neuropathy	HP:0001138
Optically empty vitreous	HP:0030663
Oral aversion	HP:0012523
Oral bleeding	HP:0040184
Oral cavity bleeding	HP:0030140
Oral cavity telangiectasia	HP:0000228
Oral cleft	HP:0000202
Oral leukoplakia	HP:0002745
Oral melanotic macule	HP:0032451
Oral motor hypotonia	HP:0030190
Oral mucosa nodule	HP:0031445
Oral mucosal blisters	HP:0200097
Oral synechia	HP:0010285
Oral ulcer	HP:0000155
Oral-pharyngeal dysphagia	HP:0200136
Orange discolored tonsils	HP:0030814
Orbital craniosynostosis	HP:0005472
Orbital cyst	HP:0001144
Orchitis	HP:0100796
Organic aciduria	HP:0001992
Ornithinuria	HP:0003532
Orofacial dyskinesia	HP:0002310
Oromandibular dystonia	HP:0012048
Oromotor apraxia	HP:0007301
Oropharyngeal squamous cell carcinoma	HP:0012182
Orotic acid crystalluria	HP:0003526
Oroticaciduria	HP:0003218
Orthokeratosis	HP:0040162
Orthokeratotic hyperkeratosis	HP:0025080
Orthopnea	HP:0012764
Orthostatic hypotension	HP:0001278
Orthostatic hypotension due to autonomic dysfunction	HP:0004926
Orthostatic syncope	HP:0012670
Orthostatic tachycardia	HP:0012173
Os odontoideum	HP:0005667
Ossifying fibroma	HP:0030426
Ossifying fibroma of the jaw	HP:0030427
Osteoarthritis	HP:0002758
Osteoarthritis of the distal interphalangeal joint	HP:0006233
Osteoarthritis of the first carpometacarpal joint	HP:0006226
Osteoarthritis of the small joints of the hand	HP:0004268
Osteochondritis dissecans	HP:0010886
Osteochondroma	HP:0030431
Osteochondrosis	HP:0040188
Osteolysis	HP:0002797
Osteolysis involving bones of the feet	HP:0009134
Osteolysis involving bones of the lower limbs	HP:0009139
Osteolysis involving bones of the upper limbs	HP:0045039
Osteolysis involving tarsal bones	HP:0006234
Osteolytic defects of the distal phalanges of the hand	HP:0009839
Osteolytic defects of the distal phalanges of the toes	HP:0010189
Osteolytic defects of the hand bones	HP:0009699
Osteolytic defects of the phalanges of the hand	HP:0009771
Osteolytic defects of the phalanges of the toes	HP:0010177
Osteoma	HP:0100246
Osteoma cutis	HP:0025027
Osteomalacia	HP:0002749
Osteomyelitis	HP:0002754
Osteomyelitis leading to amputation due to slow healing fractures	HP:0005010
Osteopathia striata	HP:0010740
Osteopenia	HP:0000938
Osteopetrosis	HP:0011002
Osteopoikilosis	HP:0010739
Osteoporosis	HP:0000939
Osteoporosis of vertebrae	HP:0005625
Osteosarcoma	HP:0002669
Osteosclerosis of ribs	HP:0006634
Osteosclerosis of the base of the skull	HP:0005746
Otitis externa	HP:0410017
Otitis media	HP:0000388
Otitis media with effusion	HP:0031353
Otosclerosis	HP:0000362
Oval face	HP:0000300
Oval macrocytosis	HP:0032566
Ovarian carcinoma	HP:0025318
Ovarian cyst	HP:0000138
Ovarian dermoid cyst	HP:0025274
Ovarian fibroma	HP:0010618
Ovarian gonadoblastoma	HP:0000149
Ovarian neoplasm	HP:0100615
Ovarian papillary adenocarcinoma	HP:0006774
Ovarian serous cystadenoma	HP:0012887
Ovarian sex cord-stromal tumor	HP:0031918
Ovarian teratoma	HP:0012226
Ovarian thecoma	HP:0030983
Overfolded helix	HP:0000396
Overfolding of the superior helices	HP:0004453
Overfriendliness	HP:0100025
Overgrowth	HP:0001548
Overgrowth of external genitalia	HP:0003247
Overhanging nasal tip	HP:0011833
Overlapping fingers	HP:0010557
Overlapping toe	HP:0001845
Overriding aorta	HP:0002623
Overtubulated long bones	HP:0006391
Overweight	HP:0025502
Ovoid thoracolumbar vertebrae	HP:0003309
Ovoid vertebral bodies	HP:0003300
Ovotestis	HP:0012861
Oxycephaly	HP:0000263
Oxygen desaturation on exertion	HP:0030874
Pace of progression	HP:0003679
Pachygyria	HP:0001302
Pain	HP:0012531
Pain in head and neck region	HP:0046506
Pain insensitivity	HP:0007021
Painless fractures due to injury	HP:0002661
Palatal myoclonus	HP:0010530
Palate fistula	HP:0010294
Palate telangiectasia	HP:0002707
Palilalia	HP:0031814
Pallidal degeneration	HP:0007132
Pallor	HP:0000980
Pallor of dorsal columns of the spinal cord	HP:0006825
Palmar hyperhidrosis	HP:0006089
Palmar hyperkeratosis	HP:0010765
Palmar hyperlinearity	HP:0033252
Palmar pits	HP:0010610
Palmar pruritus	HP:0031248
Palmar telangiectasia	HP:0100869
Palmar warts	HP:0033004
Palmomental reflex	HP:0030902
Palmoplantar blistering	HP:0007446
Palmoplantar cutis gyrata	HP:0007469
Palmoplantar cutis laxa	HP:0007517
Palmoplantar erythema	HP:0025493
Palmoplantar hyperhidrosis	HP:0007410
Palmoplantar hyperkeratosis	HP:0000972
Palmoplantar hypohidrosis	HP:0034012
Palmoplantar keratoderma	HP:0000982
Palmoplantar scaling skin	HP:0025524
Palpebral edema	HP:0100540
Palpebral fissure narrowing on adduction	HP:0000661
Palpebral thickening	HP:0030939
Palpitations	HP:0001962
Panacinar emphysema	HP:0032967
Pancolitis	HP:0033256
Pancreatic adenocarcinoma	HP:0006725
Pancreatic alpha-cell hyperplasia	HP:4000061
Pancreatic aplasia	HP:0100801
Pancreatic calcification	HP:0005213
Pancreatic cysts	HP:0001737
Pancreatic endocrine tumor	HP:0030405
Pancreatic fibrosis	HP:0100732
Pancreatic hyperplasia	HP:0006277
Pancreatic hypoplasia	HP:0002594
Pancreatic islet cell adenoma	HP:0008261
Pancreatic islet-cell hyperplasia	HP:0004510
Pancreatic pseudocyst	HP:0005206
Pancreatic squamous cell carcinoma	HP:0012142
Pancreatitis	HP:0001733
Pancreatoblastoma	HP:0100757
Pancytopenia	HP:0001876
Panhypogammaglobulinemia	HP:0003139
Panhypopituitarism	HP:0000871
Panic attack	HP:0025269
Panniculitis	HP:0012490
Pansynostosis	HP:0011325
Papillary cystadenoma of the epididymis	HP:0009715
Papillary renal cell carcinoma	HP:0006766
Papillary renal cell carcinoma type 2	HP:0006732
Papillary thyroid carcinoma	HP:0002895
Papilledema	HP:0001085
Papilloma	HP:0012740
Pappenheimer bodies	HP:0020081
Papule	HP:0200034
Paracentral scotoma	HP:0030528
Parachute mitral valve	HP:0011571
Paradoxical increased cortisol secretion on dexamethasone suppression test	HP:0003466
Paradoxical myotonia	HP:0011809
Paradoxical splitting of the second heart sound	HP:0031663
Paraganglioma	HP:0002668
Paraganglioma of head and neck	HP:0002864
Parakeratosis	HP:0001036
Paralysis	HP:0003470
Paralytic ileus	HP:0002590
Paramedian lip pit	HP:0100269
Paranasal sinus hypoplasia	HP:0006784
Paranasal sinus neoplasm	HP:0030072
Paranoia	HP:0011999
Paraparesis	HP:0002385
Paraplegia	HP:0010550
Paraplegia/paraparesis	HP:0010551
Paraproteinemia	HP:0031047
Paraseptal emphysema	HP:0033649
Parasomnia	HP:0025234
Parathormone-independent increased renal tubular calcium reabsorption	HP:0003529
Parathyroid adenoma	HP:0002897
Parathyroid agenesis	HP:0008211
Parathyroid carcinoma	HP:0006780
Parathyroid dysgenesis	HP:0011768
Parathyroid hyperplasia	HP:0008208
Parathyroid hypoplasia	HP:0000860
Paratracheal lymphadenopathy	HP:0033280
Paravenous chorioretinal atrophy	HP:0007903
Parenchymal consolidation	HP:0032177
Paresis of extensor muscles of the big toe	HP:0002601
Paresthesia	HP:0003401
Parietal bossing	HP:0000242
Parietal cortical atrophy	HP:0012104
Parietal foramina	HP:0002697
Parietal hypometabolism in FDG PET	HP:0012662
Parkinsonism	HP:0001300
Parkinsonism with favorable response to dopaminergic medication	HP:0002548
Paronychia	HP:0001818
Parotitis	HP:0011850
Paroxysmal atrial fibrillation	HP:0004757
Paroxysmal atrial tachycardia	HP:0006671
Paroxysmal bursts of laughter	HP:0000749
Paroxysmal choreoathetosis	HP:0007098
Paroxysmal drowsiness	HP:0002330
Paroxysmal dyskinesia	HP:0007166
Paroxysmal dyspnea	HP:0012763
Paroxysmal dystonia	HP:0002268
Paroxysmal involuntary eye movements	HP:0007704
Paroxysmal lethargy	HP:0011973
Paroxysmal nocturnal hemoglobinuria	HP:0004818
Paroxysmal supraventricular tachycardia	HP:0004763
Paroxysmal tonic upgaze	HP:0033980
Paroxysmal ventricular tachycardia	HP:0004751
Paroxysmal vertigo	HP:0010532
Partial IgA deficiency	HP:0011837
Partial abdominal muscle agenesis	HP:0005243
Partial absence of cerebellar vermis	HP:0002951
Partial absence of foot	HP:0030032
Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	HP:0410305
Partial absence of specific antibody response to tetanus vaccine	HP:0410297
Partial absence of specific antibody response to unconjugated pneumococcus vaccine	HP:0410301
Partial absence of thumb	HP:0009659
Partial absence of toe	HP:0011305
Partial agenesis of the corpus callosum	HP:0001338
Partial albinism	HP:0007443
Partial anomalous pulmonary venous return	HP:0010773
Partial atrioventricular canal defect	HP:0011577
Partial development of the penile shaft	HP:0008708
Partial duplication of the distal phalanges of the hand	HP:0010004
Partial duplication of the distal phalanx of the 2nd finger	HP:0009951
Partial duplication of the distal phalanx of the 3rd finger	HP:0009968
Partial duplication of the distal phalanx of the hallux	HP:0010097
Partial duplication of the phalanges of the 2nd finger	HP:0009956
Partial duplication of the phalanges of the 3rd finger	HP:0009961
Partial duplication of the phalanges of the hallux	HP:0010101
Partial duplication of the phalanx of hand	HP:0009999
Partial duplication of the proximal phalanges of the hand	HP:0010003
Partial duplication of the proximal phalanx of the 3rd finger	HP:0009970
Partial duplication of thumb phalanx	HP:0009944
Partial fusion of carpals	HP:0006207
Partial fusion of tarsals	HP:0008097
Partially duplicated kidney	HP:0008738
Patchy alopecia	HP:0002232
Patchy atrophy of the retinal pigment epithelium	HP:0007791
Patchy changes of bone mineral density	HP:0010658
Patchy demyelination of subcortical white matter	HP:0002545
Patchy hypo- and hyperpigmentation	HP:0007509
Patchy hypopigmentation of hair	HP:0011365
Patchy osteosclerosis	HP:0005686
Patchy palmoplantar hyperkeratosis	HP:0005588
Patchy sclerosis of finger phalanx	HP:0009772
Patchy sclerosis of hand bones	HP:0004286
Patchy variation in bone mineral density	HP:0010659
Patellar aplasia	HP:0006443
Patellar dislocation	HP:0002999
Patellar hypoplasia	HP:0003065
Patellar overgrowth	HP:0033308
Patellar subluxation	HP:0010499
Patent ductus arteriosus	HP:0001643
Patent ductus arteriosus after birth at term	HP:0011648
Patent foramen ovale	HP:0001655
Patent urachus	HP:0010479
Pathologic fracture	HP:0002756
Pattern dystrophy of the retina	HP:0007963
Paucity of anterior horn motor neurons	HP:0007277
Pear-shaped nose	HP:0000447
Pear-shaped vertebrae	HP:0004566
Peau d'orange	HP:0025533
Pectoral muscle hypoplasia/aplasia	HP:0005258
Pectoralis amyotrophy	HP:0012037
Pectoralis hypoplasia	HP:0008998
Pectoralis major hypoplasia	HP:0008953
Pectus carinatum	HP:0000768
Pectus excavatum	HP:0000767
Pectus excavatum of inferior sternum	HP:0000915
Pedal edema	HP:0010741
Pediatric onset	HP:0410280
Peg-like central prominence of distal tibial metaphyses	HP:0006423
Peg-shaped maxillary lateral incisors	HP:0006342
Pelvic bone exostoses	HP:0003276
Pelvic girdle amyotrophy	HP:0008946
Pelvic girdle muscle atrophy	HP:0008988
Pelvic girdle muscle weakness	HP:0003749
Pelvic kidney	HP:0000125
Pelvic mass	HP:0031501
Pelvic organ prolapse	HP:0031607
Pendular nystagmus	HP:0012043
Penetrating foot ulcers	HP:0001026
Penile freckling	HP:0031447
Penile hypospadias	HP:0003244
Penoscrotal hypospadias	HP:0000808
Peptic ulcer	HP:0004398
Percussion myotonia	HP:0010548
Percussion-induced rapid rolling muscle contractions	HP:0003760
Perianal abscess	HP:0009789
Perianal dermatitis	HP:0011131
Perianal erythema	HP:0033195
Periapical bone loss	HP:0000700
Periapical tooth abscess	HP:0030758
Periarticular calcification	HP:0025477
Periarticular soft-tissue mass	HP:0020127
Periarticular subcutaneous nodules	HP:0007470
Periauricular skin pits	HP:0100277
Peribronchovascular interstitial thickening	HP:0025177
Pericallosal lipoma	HP:0006931
Pericardial constriction	HP:0005132
Pericardial effusion	HP:0001698
Pericardial lymphangiectasia	HP:0005183
Pericarditis	HP:0001701
Pericentral scotoma	HP:0007761
Perifollicular fibrosis	HP:0030054
Perifollicular hyperkeratosis	HP:0007468
Perifolliculitis	HP:0012322
Perifoveal ring of hyperautofluorescence	HP:0030629
Periglomerular fibrosis	HP:0032417
Perimembranous ventricular septal defect	HP:0011682
Perineal fistula	HP:0004871
Perineal hypospadias	HP:0000051
Perinuclear antineutrophil antibody positivity	HP:0032229
Perinuclear cardiomyocyte vacuolization	HP:0033997
Periodic fever	HP:0032323
Periodic hyperkalemic paralysis	HP:0007215
Periodic hypokalemic paresis	HP:0008153
Periodic paralysis	HP:0003768
Periodontitis	HP:0000704
Perioral eczema	HP:0011127
Perioral erythema	HP:0033194
Perioral hyperkeratosis	HP:0033707
Periorbital dermoid cyst	HP:0030668
Periorbital edema	HP:0100539
Periorbital fullness	HP:0000629
Periorbital hyperpigmentation	HP:0001106
Periorbital wrinkles	HP:0000607
Periosteal thickening of long tubular bones	HP:0006465
Periostitis	HP:0040165
Periostosis	HP:0030314
Peripapillary atrophy	HP:0500087
Peripapillary chorioretinal atrophy	HP:0007950
Peripheral Schwannoma	HP:0009593
Peripheral arterial calcification	HP:0031301
Peripheral arterial stenosis	HP:0004950
Peripheral arteriovenous fistula	HP:0100784
Peripheral axonal atrophy	HP:0003384
Peripheral axonal degeneration	HP:0000764
Peripheral axonal neuropathy	HP:0003477
Peripheral cyanosis	HP:0034033
Peripheral cystoid retinal degeneration	HP:0007667
Peripheral demyelination	HP:0011096
Peripheral dysmyelination	HP:0003469
Peripheral edema	HP:0012398
Peripheral hypermyelination	HP:0030173
Peripheral hypomyelination	HP:0007182
Peripheral nerve compression	HP:0003406
Peripheral neuropathy	HP:0009830
Peripheral opacification of the cornea	HP:0008011
Peripheral primitive neuroectodermal neoplasm	HP:0030067
Peripheral pulmonary artery stenosis	HP:0004969
Peripheral pulmonary vessel aplasia	HP:0005316
